OBJECTID,GEOID10,GEOID20,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,CSA,CSA_Name,CBSA,CBSA_Name,CBSA_POP,CBSA_EMP,CBSA_WRK,Ac_Total,Ac_Water,Ac_Land,Ac_Unpr,TotPop,CountHU,HH,P_WrkAge,AutoOwn0,Pct_AO0,AutoOwn1,Pct_AO1,AutoOwn2p,Pct_AO2p,Workers,R_LowWageWk,R_MedWageWk,R_HiWageWk,R_PCTLOWWAGE,TotEmp,E5_Ret,E5_Off,E5_Ind,E5_Svc,E5_Ent,E8_Ret,E8_off,E8_Ind,E8_Svc,E8_Ent,E8_Ed,E8_Hlth,E8_Pub,E_LowWageWk,E_MedWageWk,E_HiWageWk,E_PctLowWage,D1A,D1B,D1C,D1C5_RET,D1C5_OFF,D1C5_IND,D1C5_SVC,D1C5_ENT,D1C8_RET,D1C8_OFF,D1C8_IND,D1C8_SVC,D1C8_ENT,D1C8_ED,D1C8_HLTH,D1C8_PUB,D1D,D1_FLAG,D2A_JPHH,D2B_E5MIX,D2B_E5MIXA,D2B_E8MIX,D2B_E8MIXA,D2A_EPHHM,D2C_TRPMX1,D2C_TRPMX2,D2C_TRIPEQ,D2R_JOBPOP,D2R_WRKEMP,D2A_WRKEMP,D2C_WREMLX,D3A,D3AAO,D3AMM,D3APO,D3B,D3BAO,D3BMM3,D3BMM4,D3BPO3,D3BPO4,D4A,D4B025,D4B050,D4C,D4D,D4E,D5AR,D5AE,D5BR,D5BE,D5CR,D5CRI,D5CE,D5CEI,D5DR,D5DRI,D5DE,D5DEI,D2A_Ranked,D2B_Ranked,D3B_Ranked,D4A_Ranked,NatWalkInd,Shape_Length,Shape_Area
31,481130000000.0,481130000000.0,48,113,13610,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,123.4766113,0.0,123.4766113,123.4766113,1654,480.0,435.0,0.64,0,0.0,93,0.213793103,342,0.786206897,628,137,185,306,0.218152866,19,0,0,6,13,0,0,0,6,13,0,0,0,0,5,9,5,0.263157895,3.887375876,13.39524937,0.153875295,0.0,0.0,0.048592198,0.105283097,0.0,0.0,0.0,0.048592198,0.105283097,0.0,0.0,0.0,0.0,4.041251171,0,0.043678161,0.899743759,0.387498545,0.899743759,0.299914586,0.181938989,0.161154696,0.169664453,2.67194e-05,0.022713688,0.058732612,33.05263158,1.2e-14,35.02916678,0.0,0.550345121,34.47882166,157.2521289,0.0,10.36633567,10.36633567,77.74751752,88.11385319,512.31,0.0,0.0,2.0,10.36633567,0.00120919,520187,343791,355551,138047,0.00047741,0.94282892,0.000404911,0.95248267,0.001379198,0.485136883,0.001227103,0.35530041,3,4,18,15,12.16666667,3650.892378,499703.5117
32,481130000000.0,481130000000.0,48,113,14901,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,165.3212666,0.0,165.3212666,148.28137,1436,360.0,351.0,0.545,15,0.042735043,92,0.262108262,244,0.695156695,627,150,273,204,0.23923445,1427,23,837,122,44,401,23,98,122,25,401,0,19,739,158,308,961,0.110721794,2.427816792,9.684291425,9.623596005,0.155110517,5.644674041,0.822760135,0.296733163,2.704318149,0.155110517,0.660905682,0.822760135,0.168598388,2.704318149,0.0,0.128134775,4.983768359,12.0514128,0,4.065527066,0.65469579,0.65469579,0.661163415,0.61870679,0.749249406,0.589973093,0.629463947,0.43891889,0.996856444,0.610516066,0.439383322,0.57085692,27.55935552,3.514742537,6.753260673,17.29135231,213.003933,11.61375085,15.48500113,23.22750169,240.0175175,19.35625141,476.1,0.117096314,0.522975693,26.67,103.246245,0.018572423,376694,264131,56255,26882,0.000345717,0.682750621,0.000311089,0.731782392,0.000218216,0.076757977,0.000238955,0.069187926,17,12,19,16,16.5,3293.879958,669047.2914
33,481130000000.0,481130000000.0,48,113,15202,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,104.8388467,0.0,104.8388467,97.69897,1060,383.0,364.0,0.625,31,0.085164835,121,0.332417582,212,0.582417582,550,99,262,189,0.18,172,41,17,13,77,24,41,17,13,66,24,0,11,0,75,66,31,0.436046512,3.920205095,10.84965379,1.76050986,0.41965642,0.174003882,0.133061792,0.788135228,0.245652539,0.41965642,0.174003882,0.133061792,0.675544481,0.245652539,0.0,0.112590747,0.0,5.680714955,0,0.472527473,0.870075962,0.870075962,0.884009183,0.761710196,0.601031177,0.701397269,0.770207413,0.914309471,0.279220779,0.476454294,3.197674419,0.11106114,33.64085033,6.839274471,4.111967093,22.68960876,246.302595,30.52303703,30.52303703,42.73225184,219.7658666,36.62764444,560.59,0.0,0.0,3.33,20.32834266,0.003141509,421251,294481,56007,27094,0.00038661,0.763509325,0.000346834,0.815867923,0.000217254,0.076419589,0.000240839,0.069733564,13,18,20,15,16.83333333,2811.501083,424277.0899
34,481130000000.0,481130000000.0,48,113,15204,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,89.7800785,0.0,89.7800785,89.7800785,796,233.0,233.0,0.649,0,0.0,57,0.244635193,176,0.755364807,430,88,152,190,0.204651163,119,55,12,5,24,23,55,12,5,14,23,0,10,0,57,46,16,0.478991597,2.595230522,8.866109423,1.325461082,0.612608063,0.133659941,0.055691642,0.267319882,0.256181554,0.612608063,0.133659941,0.055691642,0.155936598,0.256181554,0.0,0.111383284,0.0,3.920691604,0,0.510729614,0.846146666,0.846146666,0.836496585,0.720770768,0.613996464,0.730890734,0.806951299,0.867167971,0.26010929,0.433515483,3.613445378,0.073281625,19.25665884,0.0,0.0,19.25665884,71.30668749,0.0,0.0,0.0,64.15677171,28.51412076,560.59,0.0,0.0,2.0,14.25706038,0.002512563,343658,245555,33259,18626,0.000315397,0.622873507,0.00028921,0.680317059,0.000129013,0.04538074,0.000165567,0.04793893,14,16,12,15,14.0,2622.966465,363335.2316
35,481130000000.0,481130000000.0,48,113,15204,6,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,78.9205277,0.0,78.9205277,78.91825,1592,452.0,452.0,0.545,0,0.0,115,0.254424779,337,0.745575221,656,128,268,260,0.195121951,4,0,0,4,0,0,0,0,4,0,0,0,0,0,0,2,2,0.0,5.727445806,20.17277372,0.050685361,0.0,0.0,0.050685361,0.0,0.0,0.0,0.0,0.050685361,0.0,0.0,0.0,0.0,0.0,5.778131167,0,0.008849558,0.0,0.0,0.0,0.0,0.072537183,0.006664101,0.0,0.0,0.005012531,0.012121212,164.0,0.0,24.61071549,0.0,3.161543323,21.44917217,78.42623688,0.0,0.0,0.0,105.4225085,8.109423729,291.02,0.0,0.0,1.0,8.109423729,0.000628141,361524,261583,33164,18120,0.000331794,0.655255288,0.000308088,0.724723086,0.000128645,0.045251116,0.000161069,0.046636605,1,1,12,18,10.33333333,2976.524659,319385.3505
36,481130000000.0,481130000000.0,48,113,17201,4,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,218.8670953,0.0,218.8670953,207.65378,1398,411.0,322.0,0.521,0,0.0,211,0.655279503,111,0.344720497,470,117,207,146,0.24893617,1182,797,48,113,66,158,797,48,113,55,158,2,9,0,282,641,259,0.23857868,1.979256048,6.732359989,5.692167029,3.838119393,0.231153991,0.544175021,0.317836738,0.760881887,3.838119393,0.231153991,0.544175021,0.264863948,0.760881887,0.009631416,0.043341373,0.0,7.671423077,0,3.670807453,0.652635928,0.652635928,0.554983338,0.519345068,0.750563169,0.639995819,0.690319177,0.419975426,0.91627907,0.569007264,0.397631134,0.547513113,18.09463503,1.67905903,3.912328213,12.50324779,76.0541916,2.92414901,23.39319208,11.69659604,55.55883119,11.69659604,87.17,0.0,0.0,2.67,7.807477856,0.001909871,220394,198439,3087,6120,0.00020227,0.399459881,0.000233718,0.549780851,1.19746e-05,0.004212103,5.44008e-05,0.015751436,18,9,12,20,15.16666667,3947.038047,885744.6165
37,481130000000.0,481130000000.0,48,113,18124,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,3862.366973,32.4654806,3829.901493,3408.05286,8441,2912.0,2745.0,0.622,41,0.014936248,349,0.127140255,2355,0.857923497,3588,691,856,2041,0.192586399,331,18,23,107,177,6,18,23,107,89,6,0,88,0,84,157,90,0.253776435,0.854446841,2.476780833,0.097122907,0.005281608,0.006748722,0.031396227,0.051935814,0.001760536,0.005281608,0.006748722,0.031396227,0.026114618,0.001760536,0.0,0.025821196,0.0,0.951569748,0,0.120582878,0.693485584,0.693485584,0.829781689,0.71498485,0.257616169,0.317686811,0.333330639,0.024715061,0.075467396,0.168920643,10.83987915,5.32837e-05,8.684081255,1.51623409,1.55778409,5.610063075,29.92352681,1.336849005,8.02109403,0.835530628,26.56987397,6.015820522,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,183378,168847,-99999,-99999,0.000168298,0.332369094,0.000198865,0.46779538,-99999.0,-99999.0,-99999.0,-99999.0,4,16,7,1,6.0,21248.82418,15630789.48
38,481130000000.0,481130000000.0,48,113,19026,5,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,150.0556757,0.0,150.0556757,150.0556757,893,328.0,312.0,0.531,0,0.0,81,0.259615385,231,0.740384615,367,73,111,183,0.198910082,60,46,2,3,9,0,46,2,3,9,0,0,0,0,23,25,12,0.383333333,2.18585534,5.951124447,0.399851587,0.306552883,0.013328386,0.019992579,0.059977738,0.0,0.306552883,0.013328386,0.019992579,0.059977738,0.0,0.0,0.0,0.0,2.585706926,0,0.192307692,0.542044777,0.466891958,0.542044777,0.361363185,0.349813009,0.416805143,0.458563955,0.195162698,0.125918153,0.281030445,6.116666667,0.005995976,24.69912394,2.847126436,4.161277854,17.69071965,85.33152738,21.32541795,4.26508359,12.79525077,85.3016718,12.79525077,654.47,0.0,0.0,3.0,12.79525077,0.003359462,254438,216539,54278,29514,0.000233514,0.461163975,0.000255036,0.599927412,0.000210547,0.074060429,0.000262351,0.075962073,6,5,13,14,10.83333333,3256.005389,607268.2482
39,481130000000.0,481130000000.0,48,113,7909,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,28.053263,0.0,28.053263,28.053263,1016,699.0,655.0,0.894,26,0.039694656,502,0.766412214,127,0.19389313,589,106,151,332,0.179966044,25,0,24,0,1,0,0,24,0,0,0,1,0,0,2,10,13,0.08,24.91688756,36.21682084,0.89116193,0.0,0.855515453,0.0,0.035646477,0.0,0.0,0.855515453,0.0,0.0,0.0,0.035646477,0.0,0.0,25.80804949,0,0.038167939,0.242292189,0.104349566,0.242292189,0.080764063,0.149003125,0.046147212,0.051374895,0.0,0.04803074,0.081433225,23.56,1.59337e-10,19.63437015,0.0,17.51046603,2.123904122,22.81374541,0.0,0.0,22.81374541,0.0,0.0,185.07,0.0,0.153799012,8.67,197.7951727,0.008533465,430908,289834,329523,136312,0.000395472,0.781012452,0.000341361,0.802993279,0.001278234,0.449622589,0.001211681,0.350834929,2,2,7,19,9.333333333,1326.309223,113529.6496
40,481130000000.0,481130000000.0,48,113,13804,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,146.6177734,0.0,146.6177734,146.592,1799,574.0,555.0,0.472,17,0.030630631,155,0.279279279,383,0.69009009,664,148,207,309,0.222891566,26,0,0,0,26,0,0,0,0,1,0,0,25,0,5,17,4,0.192307692,3.915629775,12.27215673,0.177363021,0.0,0.0,0.0,0.177363021,0.0,0.0,0.0,0.0,0.006821655,0.0,0.0,0.170541367,0.0,4.092992796,0,0.046846847,0.0,0.0,0.235193382,0.078397794,0.263664007,0.201002157,0.223772235,0.001395585,0.028493151,0.075362319,25.53846154,2.2033e-11,23.91403828,0.0,3.770141056,20.14389723,97.52050975,0.0,8.730183049,8.730183049,91.66692201,21.82545762,582.05,0.0,0.0,2.0,8.730183049,0.001111729,494768,323090,201948,74612,0.000454081,0.896757472,0.00038053,0.895129965,0.000783365,0.275550971,0.000663228,0.192033685,4,2,14,15,10.66666667,3162.817234,593351.6599
41,481130000000.0,481130000000.0,48,113,9304,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,293.2787893,0.0,293.2787893,293.2787893,1174,424.0,379.0,0.618,63,0.166226913,200,0.527704485,116,0.306068602,257,83,115,59,0.322957198,1542,59,0,1113,245,125,59,0,1113,0,125,245,0,0,171,477,894,0.110894942,1.445723371,4.003017071,5.257795846,0.201173771,0.0,3.79502385,0.835382608,0.426215617,0.201173771,0.0,3.79502385,0.0,0.426215617,0.835382608,0.0,0.0,6.703519217,0,4.068601583,0.61756978,0.531945655,0.61756978,0.411713187,0.735568074,0.812050672,0.775220359,0.473671412,0.864506627,0.285714286,0.166666667,0.434598209,25.66449769,9.143330954,10.21176204,6.30940469,38.56644399,26.18668748,19.64001561,8.728895827,21.82223957,2.182223957,606.19,0.18047231,0.573594966,27.67,60.38213688,0.023568995,285521,228915,13890,26442,0.000262041,0.517501314,0.000269612,0.63421547,5.38799e-05,0.018952418,0.000235044,0.06805547,17,6,8,15,11.5,5495.696531,1186879.467
42,483397000000.0,483397000000.0,48,339,694201,3,288.0,"Houston-The Woodlands, TX",26420.0,"Houston-The Woodlands-Sugar Land, TX",6779104,2975382,2886903,3620.350562,1441.682217,2178.668345,2178.668345,2752,1391.0,1049.0,0.555,16,0.015252622,298,0.284080076,735,0.700667302,1703,365,599,739,0.214327657,189,0,5,42,61,81,0,5,42,42,81,1,18,0,61,81,47,0.322751323,0.6384634,1.263156922,0.086750239,0.0,0.00229498,0.019277831,0.027998754,0.037178674,0.0,0.00229498,0.019277831,0.019277831,0.037178674,0.000458996,0.008261928,0.0,0.72521364,0,0.180171592,0.835645551,0.719785899,0.769843255,0.663338649,0.375386121,0.482562871,0.520444846,0.330103155,0.128527712,0.199788584,9.010582011,0.000331931,9.636501882,0.002723267,0.762508699,8.871269916,31.05339101,0.0,2.643816813,2.937574236,36.42592053,2.056301966,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,17321,20291,-99999,-99999,2.46049e-05,0.031668285,3.70979e-05,0.060102783,-99999.0,-99999.0,-99999.0,-99999.0,7,14,8,1,6.5,17446.46873,14651358.14
43,483397000000.0,483397000000.0,48,339,690202,5,288.0,"Houston-The Woodlands, TX",26420.0,"Houston-The Woodlands-Sugar Land, TX",6779104,2975382,2886903,2800.11249,11.6539773,2788.458513,2788.458513,2235,704.0,704.0,0.614,2,0.002840909,20,0.028409091,682,0.96875,1035,188,244,603,0.181642512,280,17,18,211,31,3,17,18,211,26,3,0,5,0,84,81,115,0.3,0.252469239,0.801518111,0.100413902,0.006096558,0.006455179,0.075669048,0.011117253,0.001075863,0.006096558,0.006455179,0.075669048,0.009324148,0.001075863,0.0,0.001793105,0.0,0.352883142,0,0.397727273,0.529373512,0.529373512,0.502806184,0.433245044,0.468611629,0.42232224,0.375202037,0.050199381,0.222664016,0.425855513,3.696428571,0.067445962,5.124873002,0.0,1.01444753,4.110425472,7.730378595,0.0,1.836139923,0.918069962,8.033112165,0.22951749,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,63976,62980,-99999,-99999,9.08796e-05,0.11696843,0.000115146,0.18654937,-99999.0,-99999.0,-99999.0,-99999.0,9,6,5,1,4.5,19650.80385,11331901.16
44,483397000000.0,483397000000.0,48,339,692001,6,288.0,"Houston-The Woodlands, TX",26420.0,"Houston-The Woodlands-Sugar Land, TX",6779104,2975382,2886903,739.9174755,0.0,739.9174755,739.9174755,1062,626.0,487.0,0.64,0,0.0,264,0.542094456,223,0.457905544,943,162,230,551,0.171792153,53,0,0,15,26,12,0,0,15,3,12,0,23,0,17,19,17,0.320754717,0.846040296,1.435295199,0.07162961,0.0,0.0,0.020272531,0.035139054,0.016218025,0.0,0.0,0.020272531,0.004054506,0.016218025,0.0,0.031084548,0.0,0.917669906,0,0.108829569,0.94931646,0.648009296,0.878868516,0.585912344,0.305387234,0.365984908,0.391391718,0.051701003,0.095067265,0.106425703,17.79245283,5.09484e-08,7.996682276,0.031621169,0.105348509,7.859712598,29.70882663,0.0,0.864961325,0.0,34.598453,6.054729275,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,116160,106057,-99999,-99999,0.000165008,0.212377343,0.000193903,0.314145229,-99999.0,-99999.0,-99999.0,-99999.0,5,11,7,1,5.333333333,8390.731587,2994405.977
45,481130000000.0,481130000000.0,48,113,16518,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,226.0090266,3.7131717,222.2958549,174.71059,1250,501.0,371.0,0.561,43,0.115902965,30,0.080862534,298,0.803234501,823,213,280,330,0.258809235,83,0,2,5,34,42,0,2,5,4,42,0,30,0,44,31,8,0.530120482,2.867599497,7.154689364,0.475071374,0.0,0.011447503,0.028618757,0.194607551,0.240397563,0.0,0.011447503,0.028618757,0.022895006,0.240397563,0.0,0.171712545,0.0,3.342670871,0,0.223719677,0.699202193,0.602259987,0.694450812,0.537488284,0.405637687,0.538240207,0.593328609,0.657714258,0.124531133,0.183222958,9.915662651,0.000134269,20.9056634,0.0,3.543416938,17.36224646,98.87507803,0.0,0.0,14.39523018,83.49233506,28.79046037,-99999.0,0.0,0.0,-99999.0,-99999.0,-99999.0,285647,240499,-99999,-99999,0.000262157,0.517729687,0.000283255,0.666309269,-99999.0,-99999.0,-99999.0,-99999.0,7,9,14,1,7.666666667,4034.637356,914646.4585
46,481130000000.0,481130000000.0,48,113,11001,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,123.4131066,0.0,123.4131066,123.4131066,1412,393.0,393.0,0.508,0,0.0,31,0.078880407,362,0.921119593,412,109,159,144,0.264563107,3,3,0,0,0,0,3,0,0,0,0,0,0,0,1,2,0,0.333333333,3.184426767,11.44124833,0.024308601,0.024308601,0.0,0.0,0.0,0.0,0.024308601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.208735368,0,0.007633588,0.0,0.0,0.0,0.0,0.064254625,0.043554829,0.04848884,0.0,0.004240283,0.014457831,137.3333333,0.0,25.87820999,8.018031155,2.949588598,14.91059024,60.51869373,25.92917469,0.0,0.0,51.85834938,25.92917469,131.43,0.0,0.0,6.0,31.11500963,0.004249292,335893,263005,237094,110883,0.000308271,0.608799594,0.000309762,0.728662777,0.000919698,0.323506457,0.000985642,0.285386682,1,1,11,20,10.66666667,3013.140169,499444.4106
47,481130000000.0,481130000000.0,48,113,14702,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,43.4068215,0.0,43.4068215,43.4068215,1962,532.0,479.0,0.555,0,0.0,166,0.346555324,313,0.653444676,689,143,312,234,0.20754717,26,15,8,1,2,0,15,8,1,2,0,0,0,0,9,15,2,0.346153846,12.25613813,45.20026881,0.598984194,0.345567804,0.184302829,0.023037854,0.046075707,0.0,0.345567804,0.184302829,0.023037854,0.046075707,0.0,0.0,0.0,0.0,12.85512232,0,0.054279749,0.723232187,0.622958298,0.723232187,0.482154792,0.158120317,0.173606764,0.19138448,9.11797e-06,0.026156942,0.072727273,26.5,8.423e-12,29.08510213,0.0,0.0,29.08510213,147.5012401,0.0,0.0,0.0,176.9307158,29.48845264,158.25,0.0,0.0,2.0,29.48845264,0.001019368,462592,309439,33410,18987,0.000424551,0.838439092,0.000364452,0.857309485,0.000129599,0.045586775,0.000168776,0.048868059,2,8,17,20,14.0,1937.328346,175665.4405
48,481130000000.0,481130000000.0,48,113,18132,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,271.4353964,0.3736152,271.0617812,270.11851,1268,570.0,570.0,0.68,10,0.01754386,286,0.501754386,274,0.480701754,845,162,309,374,0.191715976,763,13,55,24,601,70,13,55,24,55,70,0,546,0,492,167,104,0.644823067,2.110184896,4.694235874,2.824686098,0.048127024,0.203614332,0.08884989,2.224949338,0.259145514,0.048127024,0.203614332,0.08884989,0.203614332,0.259145514,0.0,2.021335006,0.0,4.934870994,0,1.338596491,0.481478953,0.481478953,0.567019159,0.488574421,0.628534219,0.521814151,0.574146838,0.488311299,0.751354013,0.949004975,1.107470511,0.898103006,23.74377522,3.069365799,1.855787063,18.81862236,103.9160883,4.722170696,9.444341392,33.05519487,75.55473114,14.16651209,-99999.0,0.0,0.0,1.0,2.361085348,0.000788644,281853,238142,-99999,-99999,0.000258675,0.510853135,0.000280479,0.659779133,-99999.0,-99999.0,-99999.0,-99999.0,14,8,15,1,9.0,6139.674533,1098483.84
49,481130000000.0,481130000000.0,48,113,19502,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,88.2003682,0.0,88.2003682,88.2003682,1425,516.0,516.0,0.56,0,0.0,85,0.164728682,431,0.835271318,476,62,92,322,0.130252101,104,39,7,8,22,28,39,7,8,18,28,0,4,0,54,23,27,0.519230769,5.850315713,16.15639514,1.1791334,0.442175025,0.079364748,0.090702569,0.249432065,0.317458992,0.442175025,0.079364748,0.090702569,0.204080781,0.317458992,0.0,0.045351285,0.0,7.029449113,0,0.201550388,0.887649756,0.887649756,0.853304195,0.735253115,0.386171611,0.562063875,0.618360814,0.35310407,0.136036625,0.35862069,4.576923077,0.027961602,25.79714243,0.843729314,0.0,24.95341311,137.8896738,0.0,0.0,0.0,65.30584982,94.33067197,544.49,0.0,0.0,1.33,9.650753363,0.000933333,447957,288222,119859,44125,0.000411119,0.811913436,0.000339463,0.798527187,0.000464938,0.163543406,0.000392228,0.11356734,7,17,17,15,14.66666667,2802.744455,356941.453
50,481130000000.0,481130000000.0,48,113,19302,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,91.938497,0.0,91.938497,87.20863,1311,395.0,346.0,0.583,0,0.0,97,0.280346821,249,0.719653179,339,53,65,221,0.156342183,66,0,14,4,23,25,0,14,4,23,25,0,0,0,9,31,26,0.136363636,4.529368252,15.03291589,0.756805834,0.0,0.160534571,0.04586702,0.263735367,0.286668877,0.0,0.160534571,0.04586702,0.263735367,0.286668877,0.0,0.0,0.0,5.286174086,0,0.190751445,0.890066009,0.766661131,0.890066009,0.59337734,0.396196877,0.495977107,0.546280559,0.342758537,0.095860566,0.325925926,5.136363636,0.015980858,28.37007661,0.0,0.0,28.37007661,352.8062896,0.0,0.0,0.0,320.2140666,139.2235072,489.51,0.0,0.13581484,1.33,9.25836323,0.001014493,453388,297999,227727,88391,0.000416104,0.821757019,0.000350978,0.825614642,0.000883363,0.310725513,0.00078571,0.227497581,7,11,20,16,15.0,2719.097225,372072.1382
51,481130000000.0,481130000000.0,48,113,7826,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,146.2340271,0.0,146.2340271,69.60911,987,633.0,548.0,0.737,17,0.031021898,321,0.585766423,210,0.383211679,738,127,199,412,0.172086721,20,0,0,0,20,0,0,0,0,20,0,0,0,0,3,9,8,0.15,9.093637313,14.17917856,0.287318714,0.0,0.0,0.0,0.287318714,0.0,0.0,0.0,0.0,0.287318714,0.0,0.0,0.0,0.0,9.380956027,0,0.03649635,0.0,0.0,0.0,0.0,0.219887712,0.173024707,0.192625422,0.000162866,0.039721946,0.052770449,36.9,0.0,14.20110296,5.104546982,0.436823352,8.65973263,42.31682682,17.50618547,0.0,0.0,30.63582457,21.88273183,250.79,0.105407175,0.480431124,16.33,71.46900217,0.016545086,364051,259892,294583,138821,0.000334113,0.659835427,0.000306096,0.720038122,0.001142701,0.401948183,0.001233984,0.357292503,3,1,9,18,9.666666667,4365.969851,591801.4881
52,481130000000.0,481130000000.0,48,113,7815,3,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,162.821603,0.0,162.821603,77.09944,3083,1221.0,1037.0,0.614,185,0.178399229,625,0.602700096,227,0.218900675,1096,287,559,250,0.261861314,23,0,17,4,2,0,0,17,4,2,0,0,0,0,4,10,9,0.173913043,15.8366909,39.98732027,0.298316045,0.0,0.220494468,0.051881051,0.025940526,0.0,0.0,0.220494468,0.051881051,0.025940526,0.0,0.0,0.0,0.0,16.13500695,0,0.022179364,0.673587646,0.4597951,0.673587646,0.355870387,0.0870184,0.037713057,0.038444907,0.0,0.014810045,0.041108132,47.65217391,0.0,11.00081259,0.0,1.978754604,9.022057982,82.58363603,0.0,0.0,0.0,117.9204703,3.930682343,135.45,0.0,0.108839856,7.33,28.81190158,0.002377554,456573,309046,223139,116492,0.000419027,0.82752977,0.000363989,0.856220667,0.000865566,0.304465348,0.0010355,0.299822925,1,5,13,20,12.0,5093.684687,658930.8321
53,481130000000.0,481130000000.0,48,113,7815,2,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,123.1400611,0.0,123.1400611,123.14006,2123,857.0,732.0,0.649,107,0.146174863,420,0.573770492,205,0.280054645,975,277,472,226,0.284102564,2895,197,23,149,1827,699,197,20,149,1274,699,0,553,3,888,874,1133,0.306735751,6.959554835,17.24053082,23.50981476,1.59980432,0.186779185,1.210004283,14.83676393,5.676463045,1.59980432,0.162416682,1.210004283,10.34594266,5.676463045,0.0,4.490821265,0.024362502,30.46936959,0,3.954918033,0.626064255,0.626064255,0.718234782,0.672113317,0.729545703,0.583108508,0.638400552,0.401760596,0.846153846,0.503875969,0.336787565,0.515193647,17.33092051,0.0,8.504596837,8.826323669,72.78346234,0.0,10.39466757,15.59200136,51.97333786,15.59200136,159.59,0.126695754,0.787339993,33.67,174.9942286,0.015859633,456322,308517,294070,172046,0.000418797,0.827074837,0.000363366,0.854755058,0.001140711,0.401248213,0.001529321,0.442805815,17,14,12,20,15.83333333,4333.316511,498340.9085
54,481130000000.0,481130000000.0,48,113,13615,1,206.0,"Dallas-Fort Worth, TX-OK",19100.0,"Dallas-Fort Worth-Arlington, TX",7189384,3545715,3364458,55.8774643,0.0,55.8774643,55.8774643,1741,1083.0,1015.0,0.706,130,0.128078818,616,0.606896552,269,0.265024631,797,203,328,266,0.254705144,17,0,0,2,15,0,0,0,2,10,0,0,5,0,4,7,6,0.235294118,19.38169553,31.15746253,0.304237141,0.0,0.0,0.035792605,0.268444536,0.0,0.0,0.0,0.035792605,0.178963024,0.0,0.0,0.089481512,0.0,19.68593267,0,0.016748768,0.522559375,0.225054073,0.840916049,0.444273468,0.081868147,0.095390944,0.104315606,1.24593e-10,0.019340159,0.041769042,46.88235294,0.0,10.96500922,0.0,3.862249003,7.102760213,22.91872074,0.0,11.45363355,0.0,22.90726711,0.0,426.48,0.0,0.0,4.67,53.4884687,0.002682366,468012,303795,197352,98314,0.000429525,0.848262737,0.000357804,0.841672623,0.000765537,0.26927989,0.000873916,0.253037042,1,7,7,16,9.0,1972.074869,226132.5611
